Country,GDP per capita,Life expectancy
Lesotho2019,2583.92437114575,54.331
Liberia2000,1699.02083585982,51.734
Liberia2001,1686.19529006877,52.236
Liberia2002,1708.69359081177,52.826
Liberia2003,1173.30733889123,53.554
Liberia2004,1181.5450277454,54.422
Liberia2005,1212.07045001597,55.393
Liberia2006,1265.86748440277,56.4
Liberia2007,1333.42222339949,57.365
Liberia2008,1370.90781352526,58.229
Liberia2009,1387.3297311429,58.971
Liberia2010,1420.04624575477,59.6
Liberia2011,1488.27727468377,60.146
Liberia2012,1561.30498733618,60.663
Liberia2013,1652.18799366019,61.186
Liberia2014,1621.34466455089,61.723
Liberia2015,1580.47922766632,62.269
Liberia2016,1516.35571427608,62.802
Liberia2017,1515.64453975331,63.295
Liberia2018,1497.00478720289,63.73
Liberia2019,1427.8190899409,64.104
Libya1999,16402.9608604597,70.684
Libya2000,16746.2738707408,70.852
Libya2001,16193.0871860589,71.038
Libya2002,15783.0981754167,71.244
Libya2003,17553.5531997824,71.466
Libya2004,18048.9425099151,71.693
Libya2005,19883.4829147438,71.902
Libya2006,20858.5365109573,72.063
Libya2007,21857.1320263584,72.155
Libya2008,22129.1937498892,72.174
Libya2009,21685.0228785807,72.129
Libya2010,22539.8927593081,72.044
Libya2011,8479.94796433782,71.956
Libya2012,18806.7838015844,71.901
Libya2013,16160.1102385469,71.907
Libya2014,12201.2046848341,71.981
Libya2015,11022.4292135086,72.121
Libya2016,10592.4309433663,72.311
Libya2017,13238.0005389502,72.52
Libya2018,15017.9935741811,72.724
Libya2019,15174.1625153905,72.913
Lithuania1995,10640.3600314613,69.768
Lithuania1996,11274.6401082973,69.909
Lithuania1997,12302.1012042126,70.132
Lithuania1998,13317.9077290717,70.399
Lithuania1999,13259.6169504528,70.688
Lithuania2000,13846.6832884609,70.967
Lithuania2001,14872.3790941775,71.205
Lithuania2002,16004.4388997159,71.392
Lithuania2003,17839.7827376226,71.527
Lithuania2004,19226.4692652314,71.619
Lithuania2005,21053.1846048184,71.692
Lithuania2006,22977.9966473047,71.784
Lithuania2007,25835.3680157114,71.929
Lithuania2008,26784.8800343204,72.15
Lithuania2009,23065.0619581523,72.451
Lithuania2010,23942.7603567557,72.826
Lithuania2011,25968.5834234521,73.256
Lithuania2012,27330.8959483858,73.706
Lithuania2013,28589.0266601627,74.145
Lithuania2014,29855.8314910326,74.556
Lithuania2015,30748.1963109529,74.923
Lithuania2016,31925.8034212317,75.238
Lithuania2017,33761.871239796,75.507
Lithuania2018,35427.4618636641,75.737
Lithuania2019,37062.5867515036,75.933
Luxembourg1990,67641.5636010186,75.159
Luxembourg1991,72510.6782201101,75.41
Luxembourg1992,72855.8876335309,75.653
Luxembourg1993,74904.0256002667,75.892
Luxembourg1994,76714.1768991761,76.131
Luxembourg1995,76727.4488448673,76.373
Luxembourg1996,76741.0590785867,76.62
Luxembourg1997,80112.2261373053,76.872
Luxembourg1998,83904.5497988696,77.129
Luxembourg1999,89799.4169866269,77.39
Luxembourg2000,95901.0204047436,77.652
Luxembourg2001,97165.5837389526,77.91
Luxembourg2002,99825.4635764877,78.161
Luxembourg2003,100226.521534938,78.406
Luxembourg2004,102381.312977526,78.645
Luxembourg2005,104025.415860951,78.888
Luxembourg2006,107681.016707959,79.145
Luxembourg2007,114889.17999422,79.421
Luxembourg2008,111409.723762355,79.718
Luxembourg2009,104598.831931338,80.032
Luxembourg2010,107703.453907485,80.352
Luxembourg2011,108010.708571327,80.664
Luxembourg2012,105075.9610942,80.955
Luxembourg2013,106427.456256053,81.215
Luxembourg2014,108414.751923468,81.442
Luxembourg2015,110446.086101647,81.636
Luxembourg2016,113035.834714458,81.803
Luxembourg2017,112308.17379315,81.955
Luxembourg2018,113589.670473448,82.102
Luxembourg2019,113940.23744151,82.25
Macao1990,48773.2366543468,77.296
Macao1991,49155.7193566576,77.607
Macao1992,54357.9337211769,77.926
Macao1993,55959.0235323114,78.253
Macao1994,57163.5475856644,78.588
Macao1995,57866.7271972291,78.925
Macao1996,56472.9902903429,79.256
Macao1997,55196.0641118032,79.573
Macao1998,51609.9676293823,79.872
Macao1999,49336.3747465944,80.15
Macao2000,51027.3049940667,80.407
Macao2001,51283.5162283535,80.645
Macao2002,54498.7973898513,80.87
Macao2003,59342.6560798877,81.089
Macao2004,73322.6446445462,81.304
Macao2005,77395.4985714696,81.523
Macao2006,85814.5378041288,81.748
Macao2007,96154.1951029519,81.981
Macao2008,97345.0858387523,82.22
Macao2009,96493.6555701699,82.462
Macao2010,118085.487454811,82.704
Macao2011,140321.682809865,82.938
Macao2012,149702.056499568,83.158
Macao2013,161971.034869809,83.361
Macao2014,155201.39960521,83.543
Macao2015,119439.768338955,83.707
Macao2016,116556.788348295,83.854
Macao2017,126183.676088526,83.989
Macao2018,132416.8028844,84.118
Macao2019,127161.499444924,84.244
Madagascar1990,1853.04938759118,51.003
Madagascar1991,1686.15692005066,51.595
Madagascar1992,1656.34422495183,52.278
Madagascar1993,1641.21065326437,53.022
Madagascar1994,1591.41976455459,53.808
Madagascar1995,1569.03721874483,54.616
Madagascar1996,1553.57490020809,55.43
Madagascar1997,1560.97384439889,56.239
Madagascar1998,1571.62911217234,57.028
Madagascar1999,1594.47626097939,57.782
Madagascar2000,1614.38228216052,58.485
Madagascar2001,1658.93560154162,59.129
Madagascar2002,1409.395419449,59.717
Madagascar2003,1501.27431714625,60.256
Madagascar2004,1533.69908791924,60.752
Madagascar2005,1559.87472086079,61.212
Madagascar2006,1596.75321799711,61.65
Madagascar2007,1639.88277774455,62.079
Madagascar2008,1700.69592143625,62.509
Madagascar2009,1587.56703518614,62.944
Madagascar2010,1553.40472203739,63.388
Madagascar2011,1534.9397058785,63.836
Madagascar2012,1538.51639687439,64.28
Madagascar2013,1531.77846723897,64.713
Madagascar2014,1540.74482429407,65.133
Madagascar2015,1546.76704618335,65.539
Madagascar2016,1565.86755310165,65.931
Madagascar2017,1584.42447526047,66.311
Madagascar2018,1592.05355843859,66.681
Madagascar2019,1618.53231427249,67.041
Malawi1990,936.060209826408,46.096
Malawi1991,997.016163710858,46.121
Malawi1992,915.738914786186,46.108
Malawi1993,1001.97083082724,46.055
Malawi1994,896.104050991696,45.969
Malawi1995,1035.52192066382,45.846
Malawi1996,1091.51133405283,45.677
Malawi1997,1106.18364954769,45.479
Malawi1998,1117.96687970076,45.285
Malawi1999,1119.92915255578,45.136
Malawi2000,1107.53789395445,45.09
Malawi2001,1026.36208418707,45.204
Malawi2002,1018.71120116102,45.517
Malawi2003,1051.12434643109,46.052
Malawi2004,1080.92872560719,46.823
Malawi2005,1087.6064639196,47.844
Malawi2006,1108.20194983708,49.118
Malawi2007,1181.07749564112,50.595
Malawi2008,1235.55372041583,52.206
Malawi2009,1300.53259076437,53.888
Malawi2010,1350.59916998263,55.564
Malawi2011,1376.16770386859,57.161
Malawi2012,1362.60478689263,58.629
Malawi2013,1393.34353401162,59.931
Malawi2014,1432.05512176522,61.042
Malawi2015,1432.08525892858,61.953
Malawi2016,1428.42391726074,62.681
Malawi2017,1446.47306246706,63.279
Malawi2018,1471.03724879602,63.798
Malawi2019,1514.66267654193,64.263
Malaysia1990,10306.0820868861,70.865
Malaysia1991,10991.0680955374,71.106
Malaysia1992,11663.6270775967,71.326
Malaysia1993,12500.5041679655,71.519
Malaysia1994,13315.4223448057,71.687
Malaysia1995,14260.0961720758,71.834
Malaysia1996,15290.9144422192,71.972
Malaysia1997,15995.7194856008,72.11
Malaysia1998,14448.7410999046,72.257
Malaysia1999,14965.6176979121,72.418
Malaysia2000,15917.0571666512,72.594
Malaysia2001,15652.0144547265,72.782
Malaysia2002,16155.6016212127,72.976
Malaysia2003,16751.4071411006,73.17
Malaysia2004,17538.4856988199,73.364
Malaysia2005,18114.1441085608,73.555
Malaysia2006,18752.5457933406,73.744
Malaysia2007,19546.985916628,73.931
Malaysia2008,20103.5041375898,74.118
Malaysia2009,19442.9853496958,74.305
Malaysia2010,20536.372513472,74.493
Malaysia2011,21289.2575389666,74.683
Malaysia2012,22132.2169241375,74.877
Malaysia2013,22855.9496949302,75.072
Malaysia2014,23906.2285804437,75.268
Malaysia2015,24787.8237457166,75.461
Malaysia2016,25541.7705112243,75.649
Malaysia2017,26661.5074160333,75.828
Malaysia2018,27558.1369502408,75.997
Malaysia2019,28364.4763211606,76.156
Maldives1995,10598.0005064283,65.923
Maldives1996,11208.8389852468,66.784
Maldives1997,11935.6408731567,67.644
Maldives1998,12609.8947345305,68.501
Maldives1999,13140.124173955,69.348
Maldives2000,13358.5871568241,70.173
Maldives2001,12521.9470563895,70.964
Maldives2002,13072.4829991438,71.708
Maldives2003,14452.5688219297,72.399
Maldives2004,14901.9826820649,73.034
Maldives2005,12607.723956405,73.612
Maldives2006,15516.967459966,74.138
Maldives2007,16330.7997827872,74.621
Maldives2008,17448.983653208,75.073
Maldives2009,15732.1697109771,75.499
Maldives2010,16305.7988792689,75.905
Maldives2011,17015.8154722578,76.293
Maldives2012,16709.1293205249,76.664
Maldives2013,17133.76821327,77.018
Maldives2014,17568.4099061804,77.36
Maldives2015,17284.6478941089,77.691
Maldives2016,17584.1475352396,78.013
Maldives2017,18058.5810797009,78.325
Maldives2018,18795.5303498427,78.627
Maldives2019,19531.0425624222,78.921
Mali1990,1414.88647455469,45.746
Mali1991,1547.08412771329,46.076
Mali1992,1460.948094124,46.305
Mali1993,1468.00727615134,46.445
Mali1994,1483.06795267914,46.52
Mali1995,1457.57199562414,46.573
Mali1996,1520.45692817007,46.658
Mali1997,1553.33384062797,46.823
Mali1998,1628.01433845951,47.103
Mali1999,1675.17042322216,47.515
Mali2000,1627.73231771183,48.069
Mali2001,1823.84068813724,48.758
Mali2002,1824.60114979137,49.54
Mali2003,1930.20736877086,50.373
Mali2004,1899.08202862696,51.224
Mali2005,1958.8187312822,52.057
Mali2006,1983.70555095442,52.839
Mali2007,1985.62342755127,53.553
Mali2008,2012.28126172917,54.193
Mali2009,2041.33021755957,54.756
Mali2010,2082.96193463428,55.251
Mali2011,2085.4208491547,55.701
Mali2012,2007.80692981945,56.135
Mali2013,1995.15925159506,56.578
Mali2014,2075.40068139937,57.036
Mali2015,2139.73629713506,57.509
Mali2016,2198.56038119009,57.987
Mali2017,2246.79742084484,58.452
Mali2018,2283.70241285673,58.893
Mali2019,2321.91717305646,59.306
Malta1990,16106.9176735948,76.912
Malta1991,16659.5502712998,77.215
Malta1992,17262.0346650571,77.482
Malta1993,17856.2692032419,77.725
Malta1994,18689.7274339036,77.948
Malta1995,19737.0459518612,78.154
Malta1996,20348.5477413601,78.348
Malta1997,21256.7867841618,78.531
Malta1998,22201.5589892621,78.707
Malta1999,23112.0378114774,78.88
Malta2000,27482.869065828,79.05
Malta2001,26956.7920092951,79.217
Malta2002,27442.9510776725,79.38
Malta2003,28373.7573337025,79.539
Malta2004,28223.3625538651,79.697
Malta2005,28992.9245490961,79.861
Malta2006,29612.6017959763,80.036
Malta2007,30918.4982683604,80.225
Malta2008,31893.3586848943,80.428
Malta2009,31294.902312803,80.644
Malta2010,32867.9400344911,80.868
Malta2011,32881.833840119,81.094
Malta2012,33929.3399168818,81.314
Malta2013,35287.4650790984,81.522
Malta2014,37230.2783945938,81.716
Malta2015,39845.1145672313,81.896
Malta2016,40536.7181783198,82.063
Malta2017,42644.0508459903,82.221
Malta2018,43313.4770253615,82.376
Malta2019,43950.5880527847,82.53
Marshall Islands1990,3302.10843598567,63.004
Marshall Islands1991,3227.30466569188,63.557
Marshall Islands1992,3398.84754215934,64.141
Marshall Islands1993,3560.61769426685,64.749
Marshall Islands1994,3740.9214766885,65.368
Marshall Islands1995,4028.91647100074,65.98
Marshall Islands1996,3608.88390561771,66.565
Marshall Islands1997,3380.95175266169,67.108
Marshall Islands1998,3359.70775802429,67.601
Marshall Islands1999,3313.4589852412,68.038
Marshall Islands2000,3336.09316031374,68.423
Marshall Islands2001,3518.27438884303,68.763
Marshall Islands2002,3583.20861145867,69.075
Marshall Islands2003,3452.97579058704,69.374
Marshall Islands2004,3421.06383657102,69.668
Marshall Islands2005,3452.08548636008,69.962
Marshall Islands2006,3408.63653321014,70.256
Marshall Islands2007,3501.10727813524,70.548
Marshall Islands2008,3277.7352217225,70.836
Marshall Islands2009,3376.76475988011,71.121
Marshall Islands2010,3595.17477608312,71.403
Marshall Islands2011,3562.85716200903,71.686
Marshall Islands2012,3469.54232342984,71.968
Marshall Islands2013,3594.93877564459,72.247
Marshall Islands2014,3545.20737254596,72.523
Marshall Islands2015,3586.05642087459,72.789
Marshall Islands2016,3605.47768872129,73.042
Marshall Islands2017,3706.25315797355,73.278
Marshall Islands2018,3806.68972448112,73.496
Marshall Islands2019,4029.08632919678,73.696
Mauritania1990,4640.9323337176,59.688
Mauritania1991,4602.72063919683,59.914
Mauritania1992,4569.20765399639,60.092
Mauritania1993,4714.60133709483,60.231
Mauritania1994,4454.8389079846,60.341
Mauritania1995,4769.41847416714,60.426
Mauritania1996,4920.88076269789,60.493
Mauritania1997,4604.13398864515,60.545
Mauritania1998,4613.26351092751,60.593
Mauritania1999,4660.67060360077,60.643
Mauritania2000,4361.21351253339,60.706
Mauritania2001,4210.77835557633,60.788
Mauritania2002,4152.63783031275,60.892
Mauritania2003,4317.48620612867,61.018
Mauritania2004,4395.52347900034,61.17
Mauritania2005,4638.00598024501,61.349
Mauritania2006,5333.61153635899,61.552
Mauritania2007,5080.64586900461,61.776
Mauritania2008,4919.84042176481,62.015
Mauritania2009,4783.63713510308,62.266
Mauritania2010,4767.37736625119,62.527
Mauritania2011,4822.16903965835,62.799
Mauritania2012,4891.05738329133,63.079
Mauritania2013,4946.03479961312,63.366
Mauritania2014,5008.68825554443,63.654
Mauritania2015,5127.43228246614,63.936
Mauritania2016,5045.89672406524,64.208
Mauritania2017,5077.18598735595,64.464
Mauritania2018,5042.43119844404,64.704
Mauritania2019,5197.0722508281,64.925
Mauritius1990,7989.52989598513,69.425
Mauritius1991,8254.31621126342,69.721
Mauritius1992,8676.97388561326,69.972
Mauritius1993,9010.48448114771,70.154
Mauritius1994,9252.7159082195,70.268
Mauritius1995,9566.82492083429,70.339
Mauritius1996,9998.61711434942,70.406
Mauritius1997,10435.7983653154,70.51
Mauritius1998,10953.6768847833,70.677
Mauritius1999,11097.6902028741,70.912
Mauritius2000,11890.5886483671,71.2
Mauritius2001,12191.9274175312,71.51
Mauritius2002,12303.1068475908,71.806
Mauritius2003,12938.1526777756,72.062
Mauritius2004,13413.9932626868,72.272
Mauritius2005,13571.8356011585,72.446
Mauritius2006,14165.9544855364,72.606
Mauritius2007,14909.1708552865,72.777
Mauritius2008,15655.6043211354,72.977
Mauritius2009,16131.7069751994,73.208
Mauritius2010,16797.8172363943,73.46
Mauritius2011,17454.7800781809,73.718
Mauritius2012,18014.9911490937,73.96
Mauritius2013,18579.3741551896,74.173
Mauritius2014,19240.2247080161,74.352
Mauritius2015,19897.4753965644,74.5
Mauritius2016,20646.9330000973,74.626
Mauritius2017,21415.1161096211,74.743
Mauritius2018,22208.1381171868,74.863
Mauritius2019,22870.2862495308,74.991
Mexico1990,14949.0301460641,70.866
Mexico1991,15293.1587095725,71.248
Mexico1992,15550.5601249241,71.61
Mexico1993,15575.1180606905,71.953
Mexico1994,16067.1460497389,72.279
Mexico1995,14808.8071185208,72.598
Mexico1996,15559.9763718083,72.925
Mexico1997,16368.0927691667,73.268
Mexico1998,16954.3296103203,73.625
Mexico1999,17165.8921814884,73.988
Mexico2000,17756.5664680698,74.34
Mexico2001,17438.2085202562,74.658
Mexico2002,17193.5610804702,74.922
Mexico2003,17205.9865610425,75.118
Mexico2004,17635.2468516088,75.243
Mexico2005,17788.5891204455,75.3
Mexico2006,18319.4775627403,75.296
Mexico2007,18462.840123233,75.255
Mexico2008,18396.8109188439,75.194
Mexico2009,17168.9773337976,75.128
Mexico2010,17790.0119218899,75.065
Mexico2011,18186.2245700593,75.011
Mexico2012,18594.8944659843,74.966
Mexico2013,18600.3711821448,74.93
Mexico2014,18887.5674432127,74.908
Mexico2015,19268.9143963283,74.904
Mexico2016,19539.2612488443,74.917
Mexico2017,19721.2609759241,74.947
Mexico2018,19928.3956618582,74.992
Mexico2019,19701.337669842,75.054
Micronesia (country)1990,2995.50477415149,63.605
Micronesia (country)1991,3137.36136511351,63.715
Micronesia (country)1992,3179.20104485459,63.814
Micronesia (country)1993,3354.78930859481,63.901
Micronesia (country)1994,3269.85574955152,63.978
Micronesia (country)1995,3450.24551549539,64.049
Micronesia (country)1996,3316.51308020512,64.121
Micronesia (country)1997,3110.84842325919,64.202
Micronesia (country)1998,3207.41852567253,64.298
Micronesia (country)1999,3264.68726049861,64.413
Micronesia (country)2000,3434.09809300597,64.55
Micronesia (country)2001,3516.22912634835,64.71
Micronesia (country)2002,3540.18659017591,64.888
Micronesia (country)2003,3600.04699838235,65.08
Micronesia (country)2004,3498.25730331304,65.282
Micronesia (country)2005,3586.13383148819,65.489
Micronesia (country)2006,3609.1047711564,65.697
Micronesia (country)2007,3574.44980822736,65.901
Micronesia (country)2008,3518.44283994311,66.099
Micronesia (country)2009,3576.86862929131,66.29
Micronesia (country)2010,3659.63876623588,66.471
Micronesia (country)2011,3756.90863055994,66.646
Micronesia (country)2012,3649.44968018278,66.817
Micronesia (country)2013,3468.16661703968,66.986
Micronesia (country)2014,3340.20288328043,67.152
Micronesia (country)2015,3448.30369231563,67.315
Micronesia (country)2016,3437.38984001769,67.471
Micronesia (country)2017,3490.13048688552,67.618
Micronesia (country)2018,3460.90904773797,67.755
Micronesia (country)2019,3466.41329281782,67.883
Moldova1995,5696.15835872764,66.867
Moldova1996,5372.13850162898,66.761
Moldova1997,5480.85433270117,66.722
Moldova1998,5124.35489581344,66.752
Moldova1999,4959.53512792718,66.852
Moldova2000,5074.37706419218,67.006
Moldova2001,5395.96732756623,67.185
Moldova2002,5830.3391258524,67.362
Moldova2003,6232.66704790333,67.521
Moldova2004,6710.46912061356,67.665
Moldova2005,7231.32842221528,67.82
Moldova2006,7599.52478276726,68.022
Moldova2007,7845.66940111052,68.302
Moldova2008,8473.7479217792,68.671
Moldova2009,7975.38414539473,69.119
Moldova2010,8550.170639047,69.616
Moldova2011,9052.86654300804,70.119
Moldova2012,9000.65892487276,70.581
Moldova2013,9817.29629671112,70.968
Moldova2014,10314.4096500359,71.267
Moldova2015,10360.8295911083,71.478
Moldova2016,10942.5508739575,71.617
Moldova2017,11651.3174546862,71.717
Moldova2018,12363.1468378401,71.808
Moldova2019,13022.0046061019,71.901
Mongolia1990,4983.77813124481,60.268
Mongolia1991,4481.20664192505,60.486
Mongolia1992,4020.04616859719,60.67
Mongolia1993,3858.77389468895,60.841
Mongolia1994,3911.27319268476,61.015
Mongolia1995,4128.91201543227,61.211
Mongolia1996,4187.38844425879,61.447
Mongolia1997,4314.84733066683,61.73
Mongolia1998,4421.24893905496,62.063
Mongolia1999,4517.56685671818,62.446
Mongolia2000,4528.95594640011,62.869
Mongolia2001,4619.94667899314,63.319
Mongolia2002,4791.73788861215,63.777
Mongolia2003,5074.41232280116,64.23
Mongolia2004,5551.460474901,64.671
Mongolia2005,5883.36005710786,65.103
Mongolia2006,6305.82320106746,65.538
Mongolia2007,6858.33057040859,65.985
Mongolia2008,7360.68460886902,66.447
Mongolia2009,7153.4374511594,66.916
Mongolia2010,7479.78090233711,67.38
Mongolia2011,8613.31362407678,67.818
Mongolia2012,9488.34296579569,68.217
Mongolia2013,10383.7837079284,68.566
Mongolia2014,10980.3239959288,68.863
Mongolia2015,11022.9785342491,69.111
Mongolia2016,10940.4186480461,69.321
Mongolia2017,11311.7611259291,69.509
Mongolia2018,11915.5567471637,69.689
Mongolia2019,12316.7913725436,69.87
Montenegro1997,12579.2731824202,73.607
Montenegro1998,13236.0057331154,73.416
Montenegro1999,12024.6896248925,73.287
Montenegro2000,12418.9935413167,73.228
Montenegro2001,12505.1653850313,73.233
Montenegro2002,12692.2889684277,73.285
Montenegro2003,12955.5795786056,73.37
Montenegro2004,13505.0460059253,73.486
Montenegro2005,14048.8404403415,73.642
Montenegro2006,15233.3762173836,73.85
Montenegro2007,16248.3359258705,74.115
Montenegro2008,17391.0269689199,74.43
Montenegro2009,16348.0915019537,74.784
Montenegro2010,16764.3623723454,75.151
Montenegro2011,17287.4176362672,75.505
Montenegro2012,16802.398296999,75.823
Montenegro2013,17381.7399852869,76.089
Montenegro2014,17674.6184061447,76.297
Montenegro2015,18263.6006034136,76.452
Montenegro2016,18797.9056157308,76.568
Montenegro2017,19682.2833488194,76.667
Montenegro2018,20686.5759142606,76.77
Montenegro2019,21533.949235748,76.884
Morocco1990,3816.99361298036,64.732
Morocco1991,4018.55026427665,65.251
Morocco1992,3864.74431680108,65.715
Morocco1993,3770.51732438291,66.128
Morocco1994,4101.79832318845,66.501
Morocco1995,3820.53675862027,66.846
Morocco1996,4231.49216596177,67.175
Morocco1997,4108.99941947292,67.508
Morocco1998,4349.61545046044,67.86
Morocco1999,4341.82986086108,68.245
Morocco2000,4370.7994905291,68.684
Morocco2001,4634.19277410943,69.193
Morocco2002,4721.94869524636,69.769
Morocco2003,4944.38838739121,70.399
Morocco2004,5120.82594400246,71.067
Morocco2005,5227.56263149928,71.746
Morocco2006,5558.04905573476,72.403
Morocco2007,5687.22735240098,73.009
Morocco2008,5952.65699617584,73.546
Morocco2009,6129.11381821146,74.003
Morocco2010,6281.46419122613,74.382
Morocco2011,6522.37374267222,74.696
Morocco2012,6625.46345426034,74.97
Morocco2013,6828.22301681787,75.227
Morocco2014,6912.17800214842,75.477
Morocco2015,7126.67058575575,75.726
Morocco2016,7106.24124906058,75.974
Morocco2017,7312.05677903856,76.218
Morocco2018,7446.93622037578,76.453
Morocco2019,7537.48527234118,76.68
Mozambique1990,471.325102529694,45.261
Mozambique1991,481.896855502426,45.647
Mozambique1992,436.720371050912,46.033
Mozambique1993,464.01835796079,46.41
Mozambique1994,475.249723274044,46.772
Mozambique1995,469.189503972006,47.123
Mozambique1996,506.151820491004,47.47
Mozambique1997,548.347795240673,47.826
Mozambique1998,587.863720642787,48.194
Mozambique1999,640.252515963297,48.572
Mozambique2000,630.701613637085,48.946
Mozambique2001,687.14942573975,49.295
Mozambique2002,729.289976877035,49.61
Mozambique2003,756.594282288843,49.889
Mozambique2004,792.727274213917,50.143
Mozambique2005,821.345814204148,50.387
Mozambique2006,875.916597945717,50.641
Mozambique2007,917.795240453608,50.934
Mozambique2008,958.283424091559,51.292
Mozambique2009,991.322834728107,51.738
Mozambique2010,1027.20887652935,52.31
Mozambique2011,1073.4781338343,53.043
Mozambique2012,1120.12848093229,53.931
Mozambique2013,1165.40820547454,54.949
Mozambique2014,1217.08886738517,56.062
Mozambique2015,1262.61312778202,57.206
Mozambique2016,1273.78363325041,58.309
Mozambique2017,1283.65986980986,59.309
Mozambique2018,1289.73594800556,60.163
Mozambique2019,1281.50604143547,60.854
Myanmar1990,619.645309375663,56.849
Myanmar1991,607.457512653593,57.18
Myanmar1992,658.107904053268,57.504
Myanmar1993,689.908619293475,57.823
Myanmar1994,733.066120786793,58.141
Myanmar1995,774.746265743922,58.46
Myanmar1996,814.446340346971,58.78
Myanmar1997,849.486752105388,59.101
Myanmar1998,887.804748033338,59.422
Myanmar1999,972.821941398638,59.744
Myanmar2000,1093.78820723887,60.063
Myanmar2001,1204.83343290294,60.377
Myanmar2002,1336.22299789089,60.685
Myanmar2003,1507.09530224356,60.989
Myanmar2004,1696.88158570422,61.294
Myanmar2005,1911.95597037831,61.607
Myanmar2006,2146.56793325411,61.938
Myanmar2007,2388.44862007931,62.294
Myanmar2008,2617.13817405882,62.678
Myanmar2009,2874.78028393755,63.089
Myanmar2010,3129.92025489038,63.525
Myanmar2011,3279.66548847766,63.983
Myanmar2012,3491.18469222435,64.453
Myanmar2013,3753.32136417978,64.921
Myanmar2014,4020.03667693095,65.378
Myanmar2015,4268.5006767951,65.81
Myanmar2016,4482.92679957997,66.205
Myanmar2017,4739.91544500094,66.558
Myanmar2018,5029.1880858737,66.867
Myanmar2019,5082.50316102148,67.134
Namibia1990,5945.97079303932,61.608
Namibia1991,6242.00083539294,61.531
Namibia1992,6511.89845246324,61.165
Namibia1993,6251.82486152211,60.516
Namibia1994,6213.23102852963,59.609
Namibia1995,6312.56511532425,58.479
Namibia1996,6374.9496088241,57.179
Namibia1997,6508.3978558872,55.806
Namibia1998,6592.16068709078,54.462
Namibia1999,6689.77124439324,53.231
Namibia2000,6804.86674286238,52.192
Namibia2001,6775.22161405118,51.399
Namibia2002,6992.86531551369,50.862
Namibia2003,7182.30734226893,50.589
Namibia2004,7942.55725460313,50.6
Namibia2005,8014.97385784405,50.931
Namibia2006,8438.21691877923,51.609
Namibia2007,8735.71373581277,52.593
Namibia2008,8805.4106815201,53.817
Namibia2009,8671.66410710468,55.207
Namibia2010,9031.16059358875,56.665
Namibia2011,9324.52887482151,58.085
Namibia2012,9626.53918854183,59.387
Namibia2013,9990.74583093369,60.513
Namibia2014,10413.3142163299,61.425
Namibia2015,10662.8299304666,62.119
Namibia2016,10471.2792874759,62.625
Namibia2017,10171.4214929004,63.021
Namibia2018,10092.258820242,63.373
Namibia2019,9845.21306790198,63.708
Nauru2004,5575.51217120234,58.811
Nauru2005,5608.34926563062,58.634
Nauru2006,5960.96044872526,58.488
Nauru2007,4589.58148312534,58.421
Nauru2008,5590.18457165287,58.463
Nauru2009,6058.52445555249,58.616
Nauru2010,6688.64973862074,58.852
Nauru2011,7313.67213797204,59.126
Nauru2012,8090.93347094242,59.38
Nauru2013,10493.2124190995,59.574
Nauru2014,13175.9216491939,59.698
Nauru2015,13551.9625979464,59.758
Nauru2016,13901.9536121477,59.781
Nauru2017,12975.3923824717,59.805
Nauru2018,13636.3609415279,59.863
Nauru2019,13527.411941066,59.962
Nepal1990,1616.64939808458,54.404
Nepal1991,1675.29074499485,55.262
Nepal1992,1697.47744235828,56.118
Nepal1993,1715.36721249478,56.964
Nepal1994,1807.69720719149,57.793
Nepal1995,1824.00282620125,58.6
Nepal1996,1876.46428621239,59.383
Nepal1997,1928.04670234491,60.144
Nepal1998,1945.45103354964,60.884
Nepal1999,1992.23373780127,61.6
Nepal2000,2077.65205573805,62.288
Nepal2001,2141.0670348476,62.945
Nepal2002,2110.82349727443,63.57
Nepal2003,2163.0182780212,64.165
Nepal2004,2234.15476758436,64.729
Nepal2005,2282.68505366778,65.264
Nepal2006,2330.32508449412,65.773
Nepal2007,2380.97083427413,66.26
Nepal2008,2499.41558559284,66.727
Nepal2009,2591.63145226936,67.178
Nepal2010,2703.41491670115,67.611
Nepal2011,2793.02473367277,68.028
Nepal2012,2922.61960861781,68.426
Nepal2013,3033.78078654994,68.806
Nepal2014,3217.44850964835,69.168
Nepal2015,3331.87176945857,69.515
Nepal2016,3315.8144141419,69.848
Nepal2017,3565.19780740052,70.169
Nepal2018,3773.71591761441,70.478
Nepal2019,3952.76034914913,70.778
Netherlands1990,36461.4190196424,76.993
Netherlands1991,37057.5831275013,77.098
Netherlands1992,37405.9299673421,77.202
Netherlands1993,37613.2521936233,77.308
Netherlands1994,38494.2178517725,77.416
Netherlands1995,39498.1368221301,77.528
Netherlands1996,40691.8903167389,77.642
Netherlands1997,42235.4890688287,77.762
Netherlands1998,43933.5681069516,77.889
Netherlands1999,45839.1314634489,78.028
Netherlands2000,47422.2034047837,78.187
Netherlands2001,48160.7843668965,78.373
Netherlands2002,47958.3319661157,78.59
Netherlands2003,47806.8844286609,78.837
Netherlands2004,48586.7046242077,79.11
Netherlands2005,49467.4354267059,79.401
Netherlands2006,51097.3626113331,79.702
Netherlands2007,52909.9697572206,80.001
Netherlands2008,53848.2522316971,80.287
Netherlands2009,51607.6057272318,80.554
Netherlands2010,52032.9865022429,80.797
